,FID_1,ProjectNo,Dist,AddMPOName,IDENTIFIER,IDENTIFI_1,DESC_,PROJTYPE,ESTIMPRVAS,ROUTEORDER,TYCOUNTYDI,Routeuniqu,BEGINNINGM,ENDINGMILE,TYROUTENAM,EEC_Intersection,ProjectN_1,Roadway_EEC,Final_EEC
179,122,180,2,Pennyrile ADD,IP20160214,2-898,RECONSTRUCT THE BREATHITT PARKWAY INTERCHANGE AT KY 1682 NORTH OF HOPKINSVILLE. (BREATHITT PARKWAY/FUTURE INTERSTATE SPUR PROJECT) (16CCR)(18CCN),RECONSTRUCTION(O),Innovative Interchange,1,Christian,024-EB-9004  -000,11.39,11.99,Existing,-1.848221755,180,1.429080869556257,-0.41914088544374306
869,941,870,11,Kentucky River ADD,IP20110205,,Reconstruct US 421 from the Leslie/Harlan County Line to MP 2.00.,Reconstruction,Modernize Roadway-Rural,1,Leslie,066-US-0421  -000,0.0,2.0,Existing,0.9012730309999999,870,-1.3349031969999996,-0.4336301659999997
284,13,285,3,Barren River ADD,IP20190094,,Improve safety and sight distance at the intersection of KY 98 and KY 671.,Spot Improvement,Improve Intersection,1,Allen,002-KY-0098  -000,8.85,8.95,Existing,-0.17117789600000002,285,-0.27979543534775864,-0.45097333134775863
382,275,383,4,Lincoln Trail ADD,IP20180030,4-80050,CONSTRUCT A ROUNDABOUT AT THE INTERSECTION OF US-31E AND US-62. (NELSON COUNTY FISCAL COURT WILL DO DESIGN AND BUILD ROUNDABOUT)(18CCN),CONGESTION MITIGTN(O),Improve Intersection,2,Nelson,090-US-0062  -000,14.2,14.274000000000001,Existing,-1.122371091,383,0.6655636261958484,-0.4568074648041516
368,121,369,4,Lake Cumberland ADD,IP20160012,12-Apr,SCOPING STUDY TO IMPROVE KY 210 FROM CAMPBELLSVILLE TO HODGENVILLE. ADD PASSING LANES AND ADDRESS GEOMETRIC DEFICIENCIES(SAME AS 4-8951.00) (16CCN),MINOR WIDENING(O),Modernize & Widen Roadway-Rural,3,Green,044-KY-0210  -000,0.0,0.75,Existing,0.5547597160000001,369,-1.0126309599999999,-0.4578712439999998
233,340,234,3,Barren River ADD,IP20110032,,Improve safety and address horizontal geometric deficiencies at the narrow bridge on KY 187.,Reconstruction,Other Improvement Types,1,Edmonson,031-KY-0187  -000,2.15,2.25,Existing,0.0,234,-0.472054651615307,-0.472054651615307
243,239,244,3,Pennyrile ADD,IP20120050,,Reduce congestion and improve safety and mobility on US-68X from MP 2.192 to 2.402 in Elkton.,Spot Improvement,Improve Intersection,1,Todd,110-US-0068  -000,2.1919999999999997,2.4019999999999997,Existing,-0.47331930899999997,0,0.0,-0.47331930899999997
102,249,103,2,Green River ADD,IP20060091,,Address safety concerns of the KY-69 and B. Rice Road intersection to provide for better sight distance.,Safety-Haz-Elm,Improve Intersection,1,Hancock,046-KY-0069  -000,8.902999999999999,9.193,Existing,-0.105249865,103,-0.3993317360684643,-0.5045816010684643
264,322,265,3,Barren River ADD,IP20170040,,Improve safety at the intersection of KY 79 and KY 103.,Spot Improvement,Improve Intersection,2,Logan,071-KY-0103  -000,10.195,10.27,Existing,-0.409164807,265,-0.11186784761066264,-0.5210326546106626
838,889,839,10,Bluegrass ADD,IP20120046,,Correct flooding issues on KY 613 at Bowen from KY 11 to Bridge over Red River in Powell County.,Spot Improvement,Other Improvement Types,1,Powell,099-KY-0613  -000,0.0,0.363,Existing,-0.27519539,839,-0.24894884812525855,-0.5241442381252586
290,218,291,3,Barren River ADD,IP20190102,,Improve safety and mobility on KY 100 at the narrow bridge over Indian Creek.,Bridge Replacement,Other Improvement Types,1,Monroe,086-KY-0100  -000,4.0,4.1,Existing,0.0,291,-0.5412766133476145,-0.5412766133476145
130,37,131,2,Green River ADD,IP20070123,,Address service and safety concern of the intersection of KY 132 and KY 270. This is a break out of project 02 117 D0132 88.10,Safety-Haz-Elm,Improve Intersection,1,Webster,117-KY-0132  -000,8.777999999999999,8.878,Existing,-0.189176062,131,-0.42047743640434454,-0.6096534984043446
288,62,289,3,Barren River ADD,IP20190099,,Improve safety and sight distance at the intersection of US 68 and KY 2399.,Spot Improvement,Improve Intersection,1,Metcalfe,085-US-0068  -000,11.45,11.55,Existing,-0.5962185520000001,289,-0.03180820803708312,-0.6280267600370832
861,959,862,11,Cumberland Valley ADD,IP20080605,,Address substandard horizontal and vertical alignment of US 421 in the Clover Bottom Area near the stone quarry.,Reconstruction,Modernize Roadway-Rural,1,Jackson,055-US-0421  -000,26.5,27.0,Existing,-0.247999795,862,-0.41230894216446723,-0.6603087371644673
930,841,931,12,Kentucky River ADD,IP20110151,,Eliminate rockfall hazards from kY 2029 to Rock Fork Road.,Safety-Haz-Elm,Maintenance Improvement,1,Knott,060-KY-0080  -000,14.69,16.0,Existing,-0.6788561890000001,0,0.0,-0.6788561890000001
161,271,162,2,Green River ADD,IP20150141,Feb-52,CORRECT LINE OF SIGHT WITH INTERSECTION OF KY 56 & KY 1233. (14CCN)(18CCN),RECONSTRUCTION(O),Improve Intersection,1,McLean,075-KY-0056  -000,6.0,6.33,Existing,0.155480406,162,-0.8921473569773175,-0.7366669509773175
26,58,27,1,Purchase ADD,IP20060065,,Correct geometric alignment deficiencies and address access and traffic flow issues at US 62 / US 641 / KY 282 interchange.,Reconstruction,Innovative Interchange,4,Marshall,079-US-0641  -000,19.132,19.25,Existing,0.0,27,-0.7380327150354676,-0.7380327150354676
868,837,869,11,Cumberland Valley ADD,IP20110173,,Address congestion/capacity issues on US-119 near Clear Glass Road and Conley Loop.,Minor Widening,Modernize Roadway-Rural,1,Harlan,048-US-0119  -000,10.66,10.79,Existing,0.0,869,-0.7396673241972019,-0.7396673241972019
149,72,150,2,Green River ADD,IP20080120,,Address safety and service concerns of the KY 120 and KY 630 intersection. This is a breakout of Project 02 117 D0120 3.00,Reconstruction,Improve Intersection,1,Webster,117-KY-0120  -000,14.765,14.865,Existing,-0.644620216,150,-0.1058703186693849,-0.7504905346693849
793,444,794,9,Gateway ADD,IP20150223,4-Sep,RECONSTRUCT CURVE AT .8 MILE SOUTH OF KY-36.  (08CCN)(12CCR),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Bath,006-KY-0965  -000,7.147,7.247000000000001,Existing,0.0,794,-0.7749484559170821,-0.7749484559170821
822,541,823,10,Gateway ADD,IP20000075,,Complete spot improvement to modernize the roadway on KY 713 in the Fagan area from approximately Milepoint 6.6 to approximately Milepoint 7.25.,Spot Improvement,Modernize Roadway-Rural,1,Menifee,083-KY-0713  -000,6.6,7.25,Existing,-0.01307529,823,-0.7694374888396726,-0.7825127788396725
196,205,197,3,Barren River ADD,IP20060132,,Improve safety at the intersection of KY 98 and KY 3499 in Scottsville.,Reconstruction,Improve Intersection,2,Allen,002-KY-3499  -000,0.0,0.1,Existing,-0.236708323,197,-0.5827927692123573,-0.8195010922123573
434,649,435,5,KIPDA ADD,IP20150052,,Address safety and geometric issues on KY 44 at Junction KY 1251 to curve after Hunter's Trace Road.,Spot Improvement,Modernize Roadway-Rural,1,Spencer,108-KY-0044  -000,5.6,6.2,Existing,0.735336495,435,-1.6064366572695485,-0.8711001622695486
17,348,18,1,Purchase ADD,IP20060016,,Improve roadway geometrics at Y-intersection of US 62 & KY 307 to provide adequate sight distance and address safety concerns.,Reconstruction,Improve Intersection,3,Carlisle,020-KY-0307  -024,0.0,0.047,Existing,-0.886929207,0,0.0,-0.886929207
344,236,345,4,Lincoln Trail ADD,IP20110149,,"ADDRESS SAFETY, GEOMETRIC DEFICIENCIES AND MAINTENANCE ISSUES ALONG KY 259 FROM BEAR CREEK ROAD (MP 9.217) TO NORTHERN INTERSECTION OF BLOOMINGTON ROAD (MP 11.761) SOUTH OF LEITCHFIELD",Reconstruction,Modernize Roadway-Rural,1,Grayson,043-KY-0259  -000,9.217,11.761,Existing,2.02854423,345,-2.915592579000001,-0.887048349000001
378,35,379,4,Elizabethtown-Radcliff MPO,IP20170082,,RECONSTRUCT INTERSECTION OF US 31W AT PEAR ORCHARD ROAD NW AND VETERANS WAY,Reconstruction,Improve Intersection,1,Hardin,047-CS-1297  -000,0.932,1.032,Existing,-0.8564129859999999,379,-0.047662701481072996,-0.9040756874810729
527,812,528,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160276,5-367.20,EXTENSION OF OLD HENRY ROAD EAST TO ASH AVENUE (KY362). (12CCR)(18CCN),NEW ROUTE(O),Construct Road in New Location,4,Oldham,093-KY-0146  -000,0.0,0.63,Impacted,-0.732469975,528,-0.19235090999999915,-0.9248208849999991
206,217,207,3,Barren River ADD,IP20060164,,Improve safety at the KY 79 - Marshall Road intersection.,Spot Improvement,Improve Intersection,1,Logan,071-KY-0079  -000,5.4,6.0,Existing,0.473202344,207,-1.4558907072687437,-0.9826883632687438
245,9,246,3,Barren River ADD,IP20140045,,Improve safety and address geometric deficiencies at the intersection of KY 259 and KY 2336.,Spot Improvement,Other Improvement Types,1,Edmonson,031-KY-0259  -000,20.614,20.814,Existing,0.088374124,246,-1.0829589440948073,-0.9945848200948073
249,390,250,3,Barren River ADD,IP20140058,,Improve safety and address geometric deficiencies in the curve along KY 259 between Kinslow Cemetery Rd and KY 2325 (Silent Grove Church Rd),Spot Improvement,Modernize Roadway-Rural,1,Edmonson,031-KY-0259  -000,6.75,7.0,Existing,-0.042718217,250,-0.9608282803569441,-1.0035464973569441
937,895,938,12,Big Sandy ADD,IP20150005,,"Make safety spot improvements at this high crash location.  Priority 3 of 8 of recommended spot improvement in referenced study.  Spot 10, Section 5.",Spot Improvement,Other Improvement Types,1,Pike,098-KY-0632  -000,11.5,12.0,Existing,-0.0056769690000000005,938,-1.0073409483529452,-1.0130179173529452
826,723,827,10,Gateway ADD,IP20060263,,"Improve safety, correct geometrics, and enhance regional connectivity on US 460 from the intersection of KY 713 to Rothwell (MP 4.8).",Reconstruction,Modernize Roadway-Rural,1,Menifee,083-US-0460  -000,0.10099999999999999,4.8,Existing,-3.0904779889999996,827,2.06439873211383,-1.0260792568861694
811,658,812,9,FIVCO ADD,IP20160293,,"KY 3297 carries approximately 3,080 vpd near East Carter Middle School. According to school officials and other stakeholders, KY 3297 becomes congested when long queues form as motorists wait to turn into the East Carter Middle School parking lot. These",,Improve Intersection,1,Carter,022-KY-3297  -000,0.325,0.45,Existing,-0.43981920399999996,812,-0.5941908321929998,-1.0340100361929998
837,952,838,10,Kentucky River ADD,IP20120019,10-366,RECONSTRUCTION OF KY 11 IN OWSLEY COUNTY BEGINNING AT THE CLAY COUNTY LINE AND EXTENDING 1 MILE NORTH ALONG KY 11 (MP 0 TO MP 1.0). (2014BOP),RECONSTRUCTION(O),Construct Road in New Location,1,Owsley,095-KY-0011  -000,0.0,1.0,Existing,-0.005796007,838,-1.0894244427571427,-1.0952204497571427
931,853,932,12,Kentucky River ADD,IP20110152,,Curve revision 3.654 miles east of intersection of KY 3209 & KY 1087.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Knott,060-KY-1087  -000,5.05,5.25,Existing,0.0,932,-1.1134917957272727,-1.1134917957272727
761,536,762,9,Buffalo Trace ADD,IP20080547,8-Sep,RECONSTRUCT INTERSECTION AT KY-9 AND KY-2523.  (14CCN),RECONSTRUCTION(O),Improve Intersection,1,Lewis,068-KY-0009  -000,12.709000000000001,12.789000000000001,Existing,-0.827793558,762,-0.29938559747724947,-1.1271791554772495
919,869,920,12,Big Sandy ADD,IP20080686,,CURVE REVISION NEAR WARFIELD,Reconstruction,Other Improvement Types,1,Martin,080-KY-0040  -000,18.8,19.0,Existing,-1.015951302,920,-0.1127151492212144,-1.1286664512212143
954,851,955,12,Big Sandy ADD,IP20180040,12-80000,CONSTRUCT NEW INTERSECTION ON  US-23 AT THE ENTRANCE TO BETSY LANE HIGH SCHOOL(18CCN),SAFETY(P),Improve Intersection,1,Floyd,036-US-0023  -000,3.1,3.2,Existing,-1.260210207,955,0.13084233258132746,-1.1293678744186726
831,865,832,10,Bluegrass ADD,IP20080587,10-210,IMPROVE SAFETY AND LEVEL OF SERVICE ON KY-213 IN POWELL COUNTY FROM SONS ROAD TO REED COURT.,SAFETY-HAZARD ELIM(P),Install Two-way Left Turn Lane,1,Powell,099-KY-0213  -000,6.371,6.897,Existing,-0.19665841,832,-0.9344881490000003,-1.1311465590000003
186,53,187,2,Pennyrile ADD,IP20180061,,Upgrade the KY 800 Interchange ( Exit 23) on the Pennyrile Parkway to meet Interstate Standards,Reconstruction,,1,Christian,024-EB-9004  -000,22.449,22.849,Existing,0.0,187,-1.142022289025449,-1.142022289025449
183,277,184,2,Pennyrile ADD,IP20180058,,Upgrade the southern portion of the I-69/Pennyrile/ WK Parkway interchange to meet Interstate Standards,Reconstruction,,1,Hopkins,054-EB-9004  -000,34.056,34.256,Existing,-0.006933005,184,-1.173878931091612,-1.180811936091612
927,922,928,12,Big Sandy ADD,IP20080724,,Improve substandard geometrics in the curve near Marshall Branch.,Safety-Haz-Elm,Other Improvement Types,1,Pike,098-KY-1469  -000,4.9,5.199,Existing,-0.042624590999999996,928,-1.1799680086666648,-1.222592599666665
918,893,919,12,Big Sandy ADD,IP20080682,,CURVE REVISION W OF THE KY 40 INTERSECTION,Spot Improvement,Modernize Roadway-Rural,1,Martin,080-KY-0003  -000,11.8,12.1,Existing,-0.152879651,919,-1.1180284639604727,-1.2709081149604726
209,148,210,3,Barren River ADD,IP20060172,,Improve safety and mobility on KY 70 between KY 869 and US 68 near Sulphur Well.,Reconstruction,Modernize Roadway-Rural,1,Metcalfe,085-KY-0070  -000,6.99,8.869,Existing,0.16709678,210,-1.4594720960000003,-1.2923753160000002
714,549,715,8,Bluegrass ADD,IP20150127,,Provide connectivity of KY 1194 in Lincoln County to continue from MP 6.602 overland to Brock Drive near where it crosses the Stanford city limits.,New Route,Construct Road in New Location,1,Lincoln,069-KY-1194  -000,6.6,6.602,Existing,-1.329097812,0,0.0,-1.329097812
917,849,918,12,Kentucky River ADD,IP20080678,,Correct insufficient turning radius at intersection KY 160 and KY-588 for continuous flow of traffic and freight movement.,Reconstruction,Improve Intersection,1,Letcher,067-KY-0160  -000,15.3,15.6,Existing,-0.326667282,918,-1.007868157015777,-1.334535439015777
753,439,754,9,Gateway ADD,IP20080508,,"Improve safety and sight-distance on US 60 between Milepoints 11.1 and 11.2, west of KY 965.",Spot Improvement,Modernize Roadway-Rural,1,Bath,006-US-0060  -000,11.1,11.2,Existing,0.0,754,-1.39646012556441,-1.39646012556441
204,0,205,3,Barren River ADD,IP20060153,,Improve safety and sight distance at the intersections of KY 79 and KY 340.,Spot Improvement,Other Improvement Types,1,Butler,016-KY-0079  -000,19.002,19.445999999999998,Existing,-0.516409336,205,-0.9183659565333554,-1.4347752925333555
91,220,92,1,Purchase ADD,IP20190056,,Improve safety and roadway geometrics at intersection with E Tucker/W Tucker Road.,Reconstruction,,1,Graves,042-KY-0303  -000,14.7,14.9,Existing,1.2459185,92,-2.6881470878287517,-1.4422285878287517
848,847,849,10,Kentucky River ADD,IP20160010,,Minor widening and reconstruction along KY 399 in Lee County.  This project also includes a section that is a reoccurring maintenance issue.,Reconstruction,Modernize Roadway-Rural,1,Lee,065-KY-0399  -000,5.75,6.2,Existing,0.0,849,-1.4592940831131225,-1.4592940831131225
101,183,102,2,Green River ADD,IP20060089,,Address safety concerns of KY-69 from KY-144 to US-60 at Hawesville.,Reconstruction,Modernize Roadway-Rural,1,Hancock,046-KY-0069  -000,4.627,13.08,Existing,0.322303654,102,-1.8000790300000018,-1.4777753760000019
649,427,650,7,Lexington MPO,IP20150344,7-87.30,EAST NICHOLASVILLE BYPASS SECTION IB FROM 125 FEET NORTH OF KY 169 TO END OF PROJECT AT TIE-IN TO WEST BYPASS. THIS INCLUDES THE INTERCHANGE AT US 27 NORTH OF NICHOLASVILLE. (14CCR),NEW ROUTE(O),Construct Road in New Location,1,Jessamine,057-US-0027  -000,2.4,3.8,Existing,-1.477807325,0,0.0,-1.477807325
4,186,5,1,Purchase ADD,IP20020002,,Address economic development issues for Fulton County Industrial Park and access issues for high clearance vehicles  between KY 307 and US 51 due to the low clearance railroad bridges located on KY 307 & KY 94.,New Route,Local Roadway Improvements,5,Fulton,038-US-0051  -000,0.22899999999999998,0.583,Existing,-0.49328386399999996,5,-1.0208526230000001,-1.514136487
51,177,52,1,Purchase ADD,IP20120007,,The purpose of this project is to address improvements in Bardwell from US 51 to KY 1372 by upgrading to an urban section with sidewalks and turn lanes.,Reconstruction,Modernize Roadway-Rural,1,Carlisle,020-US-0062  -000,0.0,1.062,Existing,-1.078732462,52,-0.4435122810000003,-1.5222447430000003
921,919,922,12,Big Sandy ADD,IP20080690,,Curve revisions at two locations near KY 40.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Martin,080-KY-2032  -000,3.3,3.8,Existing,-0.076219518,922,-1.4774038963191287,-1.5536234143191288
768,525,769,9,Buffalo Trace ADD,IP20110046,,Add right-turn on KY 11 SB into KY 419 to reduce risk of rear-end crashes and improve operational efficiency.,Safety-Haz-Elm,Improve Intersection,1,Mason,081-KY-0011  -000,6.19,6.287000000000001,Existing,-0.841698882,769,-0.7342042240945152,-1.5759031060945152
773,814,774,9,Bluegrass ADD,IP20110099,,"Reconstruct KY 36 beginning at Moorefield Road(East) and ending 1/2 East of KY 57 intersections. Reconstruct KY 57 approaches (1/2 miles N and S). Correct horizontal, vertical and width deficiencies to improve operational efficiency and systems connectiv",Reconstruction,Other Improvement Types,1,Nicholas,091-KY-0036  -000,9.7,11.0,Existing,0.509549899,774,-2.1070712151385136,-1.5975213161385136
706,561,707,8,Lake Cumberland ADD,IP20120081,,Improve safety and mobility of KY 558 between KY 3045 and the end of state maintenance in Russell county.,Reconstruction,Modernize Roadway-Rural,1,Clinton,027-KY-0558  -000,7.729,10.753,Existing,-0.124687878,707,-1.5293619150000004,-1.6540497930000004
14,139,15,1,Purchase ADD,IP20060015,,"Improve safety, mobility and connectivity, and address geometric deficiencies along US 62 between Hobbs Rd / Boswell Rd to KY 307.",Reconstruction,Modernize Roadway-Rural,1,Carlisle,020-US-0062  -000,8.09,8.932,Existing,-0.638338202,15,-1.015776833,-1.6541150350000002
607,509,608,7,Lexington MPO,IP20000035,,Capacity improvements on US 60 (Winchester Rd) from Fortune Dr to I-75.  Additional through lane (3rd through lane between I-75 and Patchen Wilkes Development) and associated pedestrian improvements on both the EB and WB US 60.,Major Widening,Modernize Roadway-Rural,1,Fayette,034-US-0060  -000,10.511,11.800999999999998,Existing,0.783546709,608,-2.449025649000015,-1.665478940000015
833,868,834,10,Kentucky River ADD,IP20110010,,Curve revision on KY 52 at Horseshoe Bend ending 0.297 miles West of Hawes Rd.,Safety-Haz-Elm,Modernize Roadway-Rural,1,Lee,065-KY-0052  -000,18.7,19.5,Existing,-0.056058878,834,-1.614760017318231,-1.670818895318231
586,810,587,6,Bluegrass ADD,IP20150341,Jun-00,CONSTRUCT WEST US-27 CYNTHIANA BYPASS: SECTION THREE FROM US-27 NORTH TO US 62 EAST. (06CCN),BYPASS(O),Construct Road in New Location,3,Harrison,049-US-0027  -000,2.0,2.6,Impacted,-0.774674317,587,-0.9145068771104949,-1.6891811941104948
566,596,567,6,Buffalo Trace ADD,IP20110118,1-Jun,IMPROVE SAFETY ALONG KY 2228 FROM KY 9 TO KY 8. (16CCN),SAFETY(P),Modernize Roadway-Rural,1,Bracken,012-KY-2228  -000,0.0,0.287,Existing,-0.306693912,567,-1.404507702,-1.7112016140000001
578,719,579,6,Bluegrass ADD,IP20150204,8-Jun,"RECONSTRUCT US 27 FROM MP 11.9 TO MP 12.4.
(12CCN)(14CCR)(18CCN)",RECONSTRUCTION(O),Modernize Roadway-Rural,1,Harrison,049-US-0027  -000,12.9,13.4,Existing,-0.21492752,579,-1.5648909432849634,-1.7798184632849634
951,964,952,12,Kentucky River ADD,IP20160165,Dec-00,NEW CONSTRUCTION OF ONE MILE STRETCH OF KY-1231 BEGINNING AT BRIDGE AFTER LEAVING KY-550. (04CCN)(06CCR)(08CCR)(10CCR)(12CCR),RESURFACING(P),Construct Road in New Location,1,Knott,060-KY-1231  -000,6.982,7.982,Existing,-0.129487086,952,-1.7402456419822956,-1.8697327279822955
581,469,582,6,Northern Kentucky ADD,IP20150268,2-Jun,WIDEN KY 22 FROM INTERSECTION WITH KY 845 TO THE OWEN/GRANT COUNTY LINE.(12CCN)(14CCR)(16CCR),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Owen,094-KY-0022  -000,16.057000000000002,18.56,Existing,0.086971535,582,-2.042157963062707,-1.955186428062707
703,806,704,8,Lake Cumberland ADD,IP20120075,,"Narrow two lane road with little to no shoulders and poor visibility, with a high volume of traffic for this type of road. Major connector route between two cities",Reconstruction,Modernize Roadway-Rural,1,Casey,023-KY-0049  -000,0.114,1.8,Existing,-4.7227436869999995,704,2.7586520147188907,-1.9640916722811088
276,363,277,3,Pennyrile ADD,IP20190024,,Improve safety and mobility on KY-181 at the intersection of US-68.,Spot Improvement,Improve Intersection,2,Todd,110-US-0068  -000,8.67,8.77,Impacted,-2.019644775,0,0.0,-2.019644775
178,356,179,2,Green River ADD,IP20160029,Feb-55,IMPROVE ROADWAY TO REDUCE FLOODING ON US-60 FROM EAST OF HOUSE BRIDGE ROAD (CR-1027) TO UNION/HENDERSON COUNTY LINE. (16CCN),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Union,113-US-0060  -000,23.8,25.2,Existing,-0.018619082,179,-2.0464071151452554,-2.0650261971452553
96,52,97,2,Green River ADD,IP20000007,,"MAJOR WIDENING FROM PROPOSED WAVERLY BYPASS TO PROPOSED CORYDON BYPASS. SEE SEGMENT 28 IN APRIL, 1998 ADVANCE PLANNING STUDY.",Major Widening,2 Lane to 4 Lane Divided - Rural,1,Union,113-US-0060  -000,23.86,26.069000000000003,Existing,-0.655679108,97,-1.4214590312974031,-2.077138139297403
711,642,712,8,Lake Cumberland ADD,IP20150088,,Improve safety and mobility on KY 76 at the intersection of KY 910 in the Salem area.,Reconstruction,Improve Intersection,1,Russell,104-KY-0076  -000,5.731,5.931,Existing,-1.5973994230000002,712,-0.4923409117631657,-2.089740334763166
